530399 0.000765
158318 0.018537
274156 0.000530
179956 0.000559
95861 0.021233
298710 0.002340
475332 0.000503
415328 0.017579
136996 0.019478
9489 0.022695
204980 0.019370
482451 0.000486
296025 0.021760
58776 0.000484
286104 0.018015
316972 0.021118
428044 0.017959
265264 0.000526
161939 0.018589
404476 0.019540
299855 0.000490
119802 0.017967
147139 0.019317
417091 0.000608
405488 0.018293
294603 0.018497
470420 0.020287
265189 0.000529
547954 0.018431
159820 0.000527
16462 0.019186
201388 0.018562
8515 0.018004
17175 0.018390
170484 0.021052
45430 0.000499
293101 0.019587
420058 0.020145
73916 0.020288
354518 0.018322
292364 0.019409
312549 0.020339
43472 0.000549
367084 0.000491
20958 0.000484
529012 0.019254
280611 0.017957
115560 0.018733
499003 0.018910
54940 0.000540
466396 0.000477
12470 0.018618
498544 0.019799
172345 0.021807
269912 0.000593
501796 0.000465
167459 0.018607
186057 0.019713
252186 0.020453
368814 0.000575
344090 0.000504
217383 0.019178
74905 0.000519
404048 0.000549
291352 0.000468
397648 0.017332
223753 0.000544
248844 0.000648
68978 0.017340
379480 0.000504
290771 0.018159
270456 0.019031
368839 0.000586
237937 0.019136
71583 0.000574
342736 0.018376
541305 0.021141
23431 0.020310
387311 0.000739
547887 0.017925
133439 0.017893
41522 0.018232
375381 0.000533
112086 0.000547
165932 0.017288
72466 0.000674
120737 0.019344
387111 0.022979
156864 0.001256
14073 0.024891
533119 0.018673
209603 0.000488
462837 0.018924
11931 0.000569
315421 0.000557
241036 0.020903
298949 0.018037
4471 0.000519
14825 0.000527
535940 0.019346
445332 0.019971
442944 0.018141
35666 0.000552
469345 0.021694
515670 0.018228
501303 0.017003
633 0.019652
348984 0.000902
485710 0.018053
113023 0.000545
468209 0.018370
363778 0.000561
180610 0.018315
280790 0.000542
154301 0.021750
95378 0.018442
342680 0.000542
177046 0.000878
231136 0.000523
529918 0.020907
322488 0.019510
438553 0.019919
169195 0.018264
26818 0.019166
421877 0.019997
114043 0.000445
55945 0.017903
121539 0.018667
233809 0.000703
128628 0.018019
278969 0.000516
401872 0.020900
333832 0.000900
209710 0.017812
250371 0.000536
203335 0.021105
467822 0.000544
122519 0.000764
275928 0.018238
371435 0.019597
208214 0.018971
199136 0.019369
197222 0.018285
142439 0.018739
266534 0.019609
289979 0.019552
247663 0.019239
121511 0.019020
192260 0.019722
138194 0.000500
166081 0.017990
490926 0.023105
507992 0.000502
530145 0.000535
234570 0.018775
83346 0.000541
311378 0.017299
327531 0.000621
286757 0.020941
311871 0.000771
43812 0.000483
336712 0.020198
14333 0.019688
480005 0.000517
520540 0.020611
520058 0.017961
67108 0.018545
253527 0.000487
89510 0.018726
152551 0.019487
232184 0.018596
467891 0.019018
336172 0.000571
385921 0.000602
317931 0.017943
411398 0.018922
258401 0.017594
463527 0.000591
165640 0.019853
489801 0.019628
3322 0.018123
95330 0.000562
187284 0.017988
408090 0.000554
421609 0.018687
251146 0.000512
220689 0.000443
547816 0.020225
224026 0.018729
139991 0.018073
255308 0.000596
384697 0.017652
321990 0.018028
69088 0.000510
57102 0.000541
413341 0.000496
206668 0.000464
136877 0.017907
21697 0.018886
280816 0.018918
259002 0.000539
38886 0.017480
94821 0.019197
359638 0.017968
49440 0.022230
162720 0.020926
266126 0.017559
176802 0.018024
158589 0.019373
247636 0.020561
452096 0.017712
17633 0.019452
519122 0.000450
256455 0.000496
10557 0.020056
100947 0.019062
340025 0.018841
409442 0.020047
161293 0.018834
401520 0.000443
383595 0.019552
235815 0.021298
364912 0.018504
344197 0.000590
527178 0.019266
187276 0.000508
405047 0.000458
234895 0.018303
143126 0.017977
80353 0.018575
476746 0.018855
489786 0.018958
29331 0.017758
375550 0.000491
198146 0.017768
188153 0.019553
214409 0.000517
453743 0.017773
109969 0.018808
434341 0.018415
158757 0.000617
390275 0.018626
228751 0.000590
387186 0.023570
116255 0.020008
251882 0.000689
368964 0.000570
76168 0.000523
498715 0.000545
531661 0.020304
545082 0.018195
163832 0.000796
527207 0.019361
535931 0.018550
246027 0.017349
280517 0.017430
350930 0.017870
160509 0.018653
263135 0.000548
422739 0.000515
161337 0.020200
464849 0.000425
51394 0.018531
247964 0.017415
102708 0.017649
291849 0.000464
117297 0.019120
445765 0.018703
171645 0.019158
267578 0.000632
36608 0.019582
338638 0.020454
336305 0.018324
42719 0.000454
486341 0.000499
494061 0.017779
547878 0.018516
32753 0.017881
55966 0.019470
89104 0.019429
446440 0.000452
111116 0.000513
504738 0.018512
133396 0.019109
366363 0.000566
288987 0.000533
349780 0.017226
373694 0.018661
290177 0.019828
27729 0.018227
309187 0.019010
324752 0.019500
379313 0.000967
317246 0.019028
500959 0.018687
406588 0.017799
468431 0.000610
248378 0.017386
19281 0.018649
81097 0.018379
199386 0.019209
366101 0.000711
126011 0.018558
299358 0.018714
500986 0.018950
319572 0.019047
279882 0.020024
130559 0.000548
314849 0.000478
401617 0.022811
208413 0.019522
229995 0.018648
194981 0.000623
512550 0.019680
55109 0.000723
161940 0.020892
85264 0.000597
546709 0.018224
218712 0.019569
404949 0.019108
532393 0.000545
370878 0.000571
206680 0.000603
116483 0.000385
425274 0.019681
101317 0.019037
73105 0.018316
327158 0.018431
431189 0.017682
224300 0.000502
