530399 0.000521 0.000464
158318 0.018864 0.089159
274156 0.000480 0.000202
179956 0.000723 0.000289
95861 0.020228 0.084860
298710 0.000503 0.000315
475332 0.000589 0.000341
415328 0.017480 0.086657
136996 0.019393 0.090328
9489 0.022571 0.084946
204980 0.020237 0.093470
482451 0.000369 0.000245
296025 0.021157 0.087401
58776 0.000376 0.000312
286104 0.018178 0.086748
316972 0.019333 0.086396
428044 0.017682 0.087877
265264 0.000375 0.000236
161939 0.018033 0.086486
404476 0.019349 0.084039
299855 0.000453 0.000178
119802 0.017314 0.088518
147139 0.018638 0.086092
417091 0.000537 0.000242
405488 0.019003 0.087269
294603 0.018076 0.086143
470420 0.019561 0.087314
265189 0.000472 0.000295
547954 0.018223 0.086148
159820 0.000414 0.000228
16462 0.019321 0.085878
201388 0.018103 0.090827
8515 0.017521 0.085241
17175 0.018148 0.087799
170484 0.020577 0.087366
45430 0.000442 0.000206
293101 0.019600 0.086689
420058 0.018293 0.087828
73916 0.020136 0.084399
354518 0.017896 0.087477
292364 0.019347 0.084605
312549 0.020031 0.084134
43472 0.000509 0.000241
367084 0.000546 0.000323
20958 0.000415 0.000484
529012 0.018811 0.085172
280611 0.017606 0.086465
115560 0.019239 0.086465
499003 0.018673 0.087160
54940 0.000375 0.000256
466396 0.000550 0.000246
12470 0.018697 0.086577
498544 0.019710 0.083522
172345 0.018980 0.086848
269912 0.000433 0.000194
501796 0.000504 0.000547
167459 0.019016 0.098556
186057 0.018866 0.084367
252186 0.020461 0.084125
368814 0.000560 0.000329
344090 0.000639 0.000299
217383 0.018702 0.087203
74905 0.000408 0.000281
404048 0.000658 0.000248
291352 0.000545 0.000313
397648 0.016996 0.087048
223753 0.000505 0.000361
248844 0.000553 0.000312
68978 0.017226 0.086395
379480 0.000488 0.000212
290771 0.018035 0.085259
270456 0.018862 0.084055
368839 0.000469 0.000198
237937 0.018778 0.085318
71583 0.000442 0.000156
342736 0.019001 0.086576
541305 0.020228 0.084648
23431 0.020152 0.084851
387311 0.000458 0.000257
547887 0.017847 0.084272
133439 0.017722 0.087783
41522 0.017821 0.085196
375381 0.000409 0.000249
112086 0.000510 0.000196
165932 0.017619 0.087670
72466 0.000390 0.000220
120737 0.019134 0.088339
387111 0.019625 0.084465
156864 0.000482 0.000252
14073 0.020183 0.086978
533119 0.018508 0.086541
209603 0.000744 0.000310
462837 0.017949 0.089719
11931 0.000376 0.000208
315421 0.000558 0.000306
241036 0.020932 0.084890
298949 0.017511 0.088055
4471 0.000414 0.000451
14825 0.000611 0.000295
535940 0.018595 0.086243
445332 0.017834 0.086526
442944 0.017890 0.087763
35666 0.000574 0.000223
469345 0.021053 0.088249
515670 0.017725 0.085817
501303 0.016851 0.087156
633 0.018818 0.087324
348984 0.000495 0.000301
485710 0.018732 0.086183
113023 0.000505 0.000220
468209 0.017978 0.087021
363778 0.000552 0.000286
180610 0.017999 0.086748
280790 0.000530 0.000244
154301 0.021666 0.087331
95378 0.017912 0.084320
342680 0.000483 0.000243
177046 0.000584 0.000223
231136 0.000568 0.000231
529918 0.020776 0.086123
322488 0.018835 0.086686
438553 0.019788 0.084807
169195 0.018206 0.087287
26818 0.018481 0.086269
421877 0.019849 0.085631
114043 0.000360 0.000299
55945 0.017997 0.088258
121539 0.018584 0.085257
233809 0.000431 0.000286
128628 0.017700 0.086105
278969 0.000365 0.000323
401872 0.018381 0.085434
333832 0.000437 0.000216
209710 0.017751 0.084692
250371 0.000446 0.000267
203335 0.017193 0.092426
467822 0.000472 0.000176
122519 0.000559 0.000203
275928 0.018401 0.087325
371435 0.019399 0.084955
208214 0.018091 0.089413
199136 0.019105 0.085025
197222 0.018181 0.086147
142439 0.018785 0.085681
266534 0.019169 0.085007
289979 0.019074 0.088150
247663 0.018987 0.085389
121511 0.018776 0.085163
192260 0.019102 0.087407
138194 0.000411 0.000257
166081 0.017507 0.086781
490926 0.022190 0.085494
507992 0.000678 0.000424
530145 0.000529 0.000267
234570 0.018313 0.086922
83346 0.000441 0.000218
311378 0.017232 0.087117
327531 0.000476 0.000173
286757 0.020734 0.086404
311871 0.000509 0.000152
43812 0.000562 0.000297
336712 0.019293 0.084590
14333 0.019997 0.085976
480005 0.000531 0.000233
520540 0.020604 0.087812
520058 0.017796 0.087379
67108 0.021207 0.087201
253527 0.000528 0.000250
89510 0.018516 0.085138
152551 0.019109 0.086668
232184 0.018035 0.084774
467891 0.018593 0.087870
336172 0.000548 0.000249
385921 0.000669 0.000265
317931 0.017640 0.086940
411398 0.018632 0.085697
258401 0.017424 0.086676
463527 0.000364 0.000246
165640 0.019766 0.083510
489801 0.018822 0.088882
3322 0.017606 0.085919
95330 0.000417 0.000291
187284 0.017616 0.087678
408090 0.000565 0.000266
421609 0.018655 0.085297
251146 0.000375 0.000255
220689 0.000621 0.000209
547816 0.019802 0.085997
224026 0.018549 0.087485
139991 0.018064 0.085692
255308 0.000468 0.000248
384697 0.017730 0.086549
321990 0.017672 0.087986
69088 0.000458 0.000244
57102 0.000494 0.000290
413341 0.000864 0.000379
206668 0.000564 0.000215
136877 0.017662 0.086559
21697 0.018846 0.085731
280816 0.018760 0.086454
259002 0.000550 0.000205
38886 0.017168 0.088302
94821 0.018748 0.084580
359638 0.017326 0.084585
49440 0.020218 0.083967
162720 0.020337 0.084977
266126 0.016949 0.088237
176802 0.017203 0.086011
158589 0.019118 0.084138
247636 0.020095 0.084741
452096 0.017538 0.084186
17633 0.019135 0.087021
519122 0.000505 0.000282
256455 0.000632 0.000322
10557 0.020029 0.086672
100947 0.019028 0.085010
340025 0.020239 0.084075
409442 0.019635 0.087595
161293 0.018210 0.090347
401520 0.000543 0.000176
383595 0.019155 0.084611
235815 0.020844 0.086500
364912 0.018228 0.086967
344197 0.000408 0.000195
527178 0.018828 0.084301
187276 0.000341 0.000226
405047 0.000502 0.000335
234895 0.017875 0.088151
143126 0.017090 0.087044
80353 0.018126 0.087836
476746 0.018685 0.085835
489786 0.018045 0.085509
29331 0.017054 0.084462
375550 0.000355 0.000266
198146 0.017626 0.086614
188153 0.019389 0.086251
214409 0.000391 0.000224
453743 0.017775 0.089899
109969 0.018609 0.085990
434341 0.017462 0.086309
158757 0.000370 0.000241
390275 0.018194 0.087079
228751 0.000402 0.000343
387186 0.021117 0.087788
116255 0.019825 0.085135
251882 0.000410 0.000267
368964 0.000502 0.000246
76168 0.000588 0.000218
498715 0.000815 0.000372
531661 0.019706 0.085679
545082 0.017859 0.087491
163832 0.000398 0.000198
527207 0.019302 0.085543
535931 0.018716 0.087196
246027 0.017175 0.087675
280517 0.016723 0.085366
350930 0.018190 0.085914
160509 0.018455 0.086838
263135 0.000420 0.000235
422739 0.000520 0.000187
161337 0.020121 0.084594
464849 0.000542 0.000220
51394 0.018474 0.088132
247964 0.016905 0.082559
102708 0.018492 0.088647
291849 0.000430 0.000234
117297 0.018630 0.098056
445765 0.018093 0.086831
171645 0.018886 0.085257
267578 0.000421 0.000390
36608 0.019162 0.085392
338638 0.017214 0.085663
336305 0.017720 0.086003
42719 0.000517 0.000255
486341 0.000533 0.000201
494061 0.017320 0.088382
547878 0.018325 0.087284
32753 0.017985 0.087472
55966 0.019460 0.085602
89104 0.019576 0.085669
446440 0.000612 0.000381
111116 0.000560 0.000237
504738 0.017979 0.087587
133396 0.019201 0.086164
366363 0.000489 0.000223
288987 0.000593 0.000219
349780 0.021807 0.087700
373694 0.017856 0.086638
290177 0.019383 0.083986
27729 0.017668 0.088350
309187 0.018836 0.087241
324752 0.020120 0.084283
379313 0.000794 0.000202
317246 0.019140 0.085896
500959 0.018491 0.087161
406588 0.017314 0.085244
468431 0.000366 0.000303
248378 0.017091 0.087241
19281 0.018465 0.088577
81097 0.017983 0.087576
199386 0.019040 0.087232
366101 0.000461 0.000198
126011 0.018502 0.088484
299358 0.019017 0.086822
500986 0.018222 0.086678
319572 0.019450 0.086335
279882 0.019346 0.085149
130559 0.000707 0.000282
314849 0.000548 0.000261
401617 0.018933 0.088500
208413 0.018757 0.085535
229995 0.018604 0.087014
194981 0.000481 0.000328
512550 0.022484 0.087110
55109 0.000415 0.000251
161940 0.021512 0.083542
85264 0.000398 0.000214
546709 0.018097 0.087319
218712 0.019186 0.085621
