2842716 0.890247 4.686785
2176315 0.929622 4.427526
681232 0.848962 4.567270
2165273 0.888353 4.904799
3051572 0.860386 5.110966
1937008 0.956519 4.897113
597501 0.855411 4.701856
752503 0.903483 5.096742
2990507 0.893017 4.317664
815521 0.861997 4.749998
1331085 0.839846 4.458488
1051022 0.812596 4.336306
1727868 0.947475 4.500865
2357189 0.965342 4.718280
1845900 0.891127 4.600165
683579 1.047249 5.387812
1533318 0.718066 4.600899
1717557 0.923363 4.829590
1398795 0.801900 4.588182
2810011 0.980399 5.415243
206637 0.888661 4.541759
2401444 0.962578 4.770000
333525 0.827315 4.475643
1738564 0.890591 4.575105
87039 0.742027 4.742200
1000490 0.781352 4.668634
816196 0.986566 4.612847
1905111 0.882894 4.531021
852068 0.847390 4.621137
2543231 0.918742 4.683485
2439530 0.873325 4.508703
2639172 0.945712 4.886006
354722 0.753375 4.348307
1569613 0.812641 4.397343
761510 0.970436 4.955799
1799782 0.827173 4.421539
2276363 1.029067 4.688548
2588082 0.881687 4.757420
1018126 0.909877 4.751570
2489000 0.885750 4.647395
2110883 0.805996 4.520138
2895438 0.990014 5.044493
575634 0.800573 4.646064
1954688 0.862070 4.578532
2830752 0.989470 4.681850
2889537 0.970448 4.546618
2684472 1.028368 4.710792
1034829 0.685003 4.577184
2447911 0.971046 4.341129
2796457 0.955563 4.511362
2781149 1.035036 5.229232
2009205 0.899786 4.794611
1316044 0.957074 4.747482
3027480 0.817614 4.656269
259687 0.977547 5.162726
736009 0.804420 4.489505
2385365 1.038522 4.994667
1595445 0.873661 4.520230
2313519 0.780538 4.718599
2696659 0.955715 5.108570
1596905 0.901983 4.570406
2277092 0.975351 4.984941
355271 0.962022 4.750424
920682 1.050455 4.998888
895039 0.849979 4.561823
1711382 0.972251 4.728166
1970747 0.910304 5.027749
1346760 0.937279 4.446176
1940627 0.886154 4.731119
2828301 1.016196 4.852583
2828319 0.991424 4.792347
109392 0.928363 4.905850
516380 0.841306 4.649687
3005207 1.074144 4.701387
2556001 0.991637 4.840784
683590 0.952466 5.199277
1430330 0.901907 4.749302
2371295 0.788146 5.080743
168195 0.783464 4.477369
1916806 0.845656 4.571229
2419572 0.865531 4.467212
584340 1.108650 4.770662
2533180 0.870715 4.958698
1093467 0.866310 4.567218
586531 0.883582 4.475181
2315694 0.904921 5.009355
2726512 0.959360 4.923725
1204180 0.948866 5.122824
339952 0.898615 4.810078
2097911 0.858656 4.698210
361830 0.840948 4.535253
157235 0.883512 5.147801
1217363 0.991888 4.737569
2119036 0.934525 4.879479
2528405 1.047350 4.715831
621166 0.963807 5.164703
1761036 0.764913 4.497053
1139989 0.819717 4.440941
2835656 0.922981 5.174459
1291709 0.806716 5.021502
