90567 0.010171 0.074568
219238 0.009784 0.072601
73708 0.000279 0.000095
52556 0.011396 0.075575
278237 0.000472 0.000297
244318 0.011908 0.077242
6900 0.010786 0.073862
273904 0.011908 0.074105
237092 0.012107 0.071530
69745 0.009729 0.072287
217524 0.010014 0.073184
142811 0.010958 0.076054
8721 0.012349 0.067543
203960 0.011460 0.071198
252216 0.012573 0.073699
210044 0.008931 0.069148
162708 0.014101 0.073379
208824 0.012447 0.077955
68955 0.010982 0.075847
243292 0.010237 0.078480
21207 0.012028 0.072892
179386 0.009015 0.070866
196203 0.010631 0.075548
427 0.011463 0.076562
248208 0.010506 0.077125
59027 0.010793 0.073665
85612 0.010907 0.077782
5805 0.012001 0.074689
171194 0.012718 0.075417
28340 0.012043 0.074980
34910 0.009654 0.070606
237084 0.013981 0.074281
178955 0.010654 0.080171
256567 0.009139 0.069619
185636 0.009937 0.070320
107686 0.009074 0.069215
97349 0.000300 0.000105
196458 0.010006 0.071962
221116 0.010380 0.074921
241622 0.010498 0.071769
81980 0.000264 0.000061
170469 0.012968 0.073967
271536 0.000326 0.000075
8876 0.014141 0.076503
60750 0.012059 0.075757
51300 0.009879 0.072621
98091 0.011232 0.077095
130080 0.012869 0.075018
93595 0.012185 0.078358
230668 0.000315 0.000085
141932 0.011557 0.079182
85974 0.000373 0.000053
140320 0.012170 0.074754
67449 0.000268 0.000066
154480 0.009801 0.073491
184060 0.010012 0.073004
209219 0.011024 0.074835
107769 0.012010 0.075356
44490 0.009945 0.075908
266590 0.009265 0.074758
16346 0.009087 0.075855
214679 0.009289 0.069160
214745 0.010735 0.073682
12600 0.012101 0.077634
255400 0.012412 0.076329
207248 0.009453 0.070973
277385 0.011640 0.076622
256788 0.011026 0.076695
277778 0.000290 0.000158
5256 0.010231 0.071986
11475 0.008630 0.069576
119184 0.000276 0.000032
24527 0.010911 0.075688
20993 0.011550 0.076503
218815 0.009477 0.072610
64672 0.010943 0.075296
200969 0.000250 0.000041
160631 0.010454 0.069041
205503 0.011882 0.073749
281215 0.011455 0.075774
94839 0.010300 0.071849
94554 0.013337 0.077213
36349 0.014453 0.074006
67518 0.012496 0.076389
179164 0.000282 0.000053
12018 0.009576 0.072371
42985 0.009410 0.072224
37447 0.014222 0.074760
107680 0.014205 0.074474
105593 0.009821 0.076000
266415 0.008834 0.067535
166355 0.012031 0.078211
180821 0.010275 0.073066
214795 0.008902 0.075180
182021 0.011599 0.077903
65884 0.011497 0.075616
84597 0.014172 0.075055
93991 0.013114 0.077799
208505 0.012071 0.074748
1916 0.011510 0.076941
5508 0.013065 0.076195
260416 0.011326 0.072832
62834 0.009935 0.073810
145513 0.011889 0.075643
222374 0.009028 0.070137
71375 0.010892 0.078028
276489 0.010848 0.077884
134600 0.014402 0.073392
192502 0.000293 0.000113
112223 0.010454 0.073236
50209 0.011621 0.077254
272162 0.012286 0.073708
253466 0.014582 0.076769
260214 0.000262 0.000035
237149 0.010474 0.073286
227266 0.014415 0.075575
66736 0.009694 0.071356
92734 0.011722 0.068733
142816 0.012188 0.076357
240038 0.012556 0.076076
165208 0.008992 0.069850
124681 0.010068 0.072142
214915 0.011318 0.071047
262250 0.000327 0.000109
193005 0.010793 0.073364
110723 0.012767 0.077461
135513 0.011914 0.075096
132131 0.011296 0.075114
207841 0.012887 0.077178
84108 0.000345 0.000084
211905 0.014230 0.076932
135752 0.011485 0.076476
183888 0.010344 0.072330
243438 0.010751 0.077647
199835 0.011765 0.075848
140279 0.010771 0.074968
81086 0.012350 0.076805
181543 0.011312 0.071744
273856 0.010914 0.074499
65547 0.012028 0.074244
29726 0.011269 0.076166
278032 0.014243 0.076474
36006 0.011174 0.076176
195359 0.010774 0.073501
86694 0.015501 0.075698
279219 0.011198 0.074893
55919 0.015156 0.074355
87599 0.010535 0.074554
178188 0.009854 0.073531
264866 0.011166 0.076005
176025 0.011926 0.076213
185134 0.012958 0.073495
239960 0.011926 0.078068
126065 0.011990 0.074020
153626 0.000308 0.000067
64002 0.011227 0.071345
239650 0.011019 0.072944
159611 0.012125 0.076536
161973 0.012260 0.073697
276039 0.009058 0.070269
61052 0.009604 0.075081
159480 0.010045 0.074313
949 0.014535 0.076779
150893 0.010720 0.071027
125852 0.009973 0.074660
118042 0.011079 0.074650
224868 0.011126 0.075198
273983 0.000287 0.000204
123254 0.012703 0.076605
52383 0.010381 0.073053
243400 0.011097 0.078664
12843 0.011213 0.076084
187588 0.008982 0.070605
